PRODUCTO,AÑO,MES,TIPOCOMPRA,HOSPITAL,TGL,CANTIDADCOMPRA
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2022,4,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,4,Concurso,10,ALMACENABLE,760
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,4,Concurso,18,ALMACENABLE,60
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,4,Concurso,0,ALMACENABLE,100
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2022,4,Compra menor,18,TRANSITO,3
APOSITO DE HIDROFIBRA  / CINTA-18,2022,4,Compra menor,14,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2022,4,Compra menor,15,TRANSITO,50
APOSITO DE HIDROFIBRA  / CINTA-18,2022,4,Compra menor,14,TRANSITO,20
APOSITO DE HIDROCOLOIDE-3,2022,4,Concurso,18,ALMACENABLE,40
APOSITO C/ CARBON Y PLATA-6,2015,5,Concurso,10,ALMACENABLE,300
APOSITO C/ CARBON Y PLATA-4,2015,5,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,5,Compra menor,4,ALMACENABLE,30
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2017,5,Compra menor,18,ALMACENABLE,70
APOSITO C/ CARBON Y PLATA-6,2017,5,Concurso,6,ALMACENABLE,300
APOSITO MALLADO C/ PARAFINA-38,2017,5,Concurso,13,ALMACENABLE,1000
APOSITO MALLADO C/ PARAFINA-38,2017,5,Concurso,13,ALMACENABLE,1000
APOSITO DE HIDROCOLOIDE-9,2017,5,Compra menor,4,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-9,2017,5,Compra menor,18,ALMACENABLE,270
HIDROGEL-37,2017,5,Compra menor,4,ALMACENABLE,60
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2018,5,Concurso,13,ALMACENABLE,400
APÓSITO TRANSPARENTE ADHESIVO-20,2018,5,Compra menor,4,ALMACENABLE,400
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2018,5,Compra menor,13,ALMACENABLE,700
APOSITO DE HIDROCOLOIDE C/ PLATA-2,2018,5,Compra menor,0,TRANSITO,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2019,5,Compra menor,4,ALMACENABLE,60
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2019,5,Compra menor,10,ALMACENABLE,150
HIDROGEL-37,2019,5,Compra menor,4,ALMACENABLE,100
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,5,Compra menor,14,TRANSITO,4
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,5,Compra menor,4,ALMACENABLE,50
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,5,Compra menor,13,ALMACENABLE,1000
APOSITO C/ CARBON Y PLATA-4,2020,5,Concurso,18,ALMACENABLE,180
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,5,Compra menor,18,TRANSITO,12
APOSITO DE HIDROFIBRA  / CINTA-18,2020,5,Compra menor,11,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2020,5,Compra menor,12,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2020,5,Compra menor,11,TRANSITO,30
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,6,Compra menor,6,ALMACENABLE,20
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,6,Compra menor,10,ALMACENABLE,20
APOSITO DE HIDROCOLOIDE-9,2015,6,Compra menor,18,ALMACENABLE,351
APOSITO MALLADO C/ PARAFINA-39,2015,6,Compra menor,6,ALMACENABLE,130
APOSITO DE HIDROFIBRA  / CINTA-18,2015,6,Compra menor,11,TRANSITO,20
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2015,6,Compra menor,6,ALMACENABLE,190
TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,2016,6,Compra menor,10,ALMACENABLE,350
APOSITO MALLADO C/ PARAFINA-38,2016,6,Compra menor,13,ALMACENABLE,1180
APOSITO DE HIDROCOLOIDE-9,2016,6,Compra menor,18,ALMACENABLE,276
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2016,6,Compra menor,10,ALMACENABLE,1000
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2016,6,Compra menor,18,ALMACENABLE,2000
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2016,6,Compra menor,13,ALMACENABLE,500
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,6,Concurso,13,ALMACENABLE,600
APÓSITO ABSORBENTE C/ ADHESIVO-22,2017,6,Compra menor,18,ALMACENABLE,3840
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2017,6,Compra menor,13,ALMACENABLE,400
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2017,6,Compra menor,0,ALMACENABLE,240
APOSITO DE HIDROCOLOIDE-7,2017,6,Concurso,13,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-7,2017,6,Concurso,0,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-23,2018,6,Concurso,18,ALMACENABLE,960
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2018,6,Compra menor,13,ALMACENABLE,700
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2018,6,Compra menor,10,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2018,6,Compra menor,18,TRANSITO,50
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2020,6,Compra menor,10,ALMACENABLE,200
APOSITO C/ CARBON Y PLATA-6,2020,6,Compra menor,13,ALMACENABLE,1200
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2020,6,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,6,Compra menor,18,ALMACENABLE,70
HIDROGEL-37,2020,6,Compra menor,13,ALMACENABLE,300
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,2020,6,Compra menor,12,TRANSITO,2
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,2020,6,Compra menor,12,TRANSITO,3
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2021,6,Compra menor,9,TRANSITO,4
APOSITO C/ CARBON Y PLATA-6,2021,6,Concurso,18,ALMACENABLE,600
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2021,6,Compra menor,10,ALMACENABLE,50
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,6,Concurso,10,ALMACENABLE,110
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,6,Concurso,10,ALMACENABLE,130
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2021,6,Concurso,10,ALMACENABLE,90
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2021,6,Concurso,18,ALMACENABLE,70
APOSITO DE HIDROCOLOIDE-7,2021,6,Concurso,13,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,6,Concurso,18,ALMACENABLE,320
APOSITO DE HIDROCOLOIDE-7,2021,6,Concurso,10,ALMACENABLE,70
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,6,Compra menor,18,TRANSITO,10
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,6,Compra menor,10,ALMACENABLE,600
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2022,6,Concurso,10,ALMACENABLE,840
APOSITO DE FIBRAS DE POLIACRILATO-3,2022,6,Concurso,10,ALMACENABLE,250
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2022,6,Concurso,10,ALMACENABLE,110
APOSITO C/ CARBON Y PLATA-4,2022,6,Concurso,10,ALMACENABLE,440
APOSITO C/ CARBON Y PLATA-4,2022,6,Concurso,18,ALMACENABLE,150
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,2022,6,Concurso,18,ALMACENABLE,40
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,15,TRANSITO,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,14,TRANSITO,30
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,14,TRANSITO,40
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,6,Concurso,14,TRANSITO,50
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,18,TRANSITO,50
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,14,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,15,TRANSITO,35
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,14,TRANSITO,20
APOSITO DE HIDROFIBRA  / CINTA-18,2022,6,Compra menor,14,TRANSITO,30
EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,2022,6,Compra menor,11,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2022,6,Compra menor,1,TRANSITO,10
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2022,6,Compra menor,11,TRANSITO,5
APÓSITO TRANSPARENTE ADHESIVO-24,2015,7,Compra menor,0,ALMACENABLE,1200
APÓSITO TRANSPARENTE ADHESIVO-24,2015,7,Compra menor,10,ALMACENABLE,2000
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,7,Compra menor,0,ALMACENABLE,1280
APOSITO DE HIDROCOLOIDE-9,2015,7,Compra menor,0,ALMACENABLE,1002
APOSITO DE ALGINATO C/ PLATA-6,2015,7,Compra menor,10,ALMACENABLE,150
APOSITO C/ CARBON Y PLATA-6,2016,7,Compra menor,18,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-9,2016,7,Compra menor,0,ALMACENABLE,720
APOSITO DE HIDROCOLOIDE-6,2016,7,Compra menor,10,ALMACENABLE,700
APOSITO MALLADO C/ PARAFINA-39,2016,7,Compra menor,18,ALMACENABLE,220
APOSITO C/ CARBON Y PLATA-4,2016,7,Compra menor,18,ALMACENABLE,170
APOSITO DE HIDROCOLOIDE-3,2016,7,Compra menor,10,ALMACENABLE,350
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2019,7,Compra menor,10,ALMACENABLE,120
APÓSITO ABSORBENTE C/ ADHESIVO-22,2019,7,Concurso,18,ALMACENABLE,3200
APOSITO MALLADO C/ PARAFINA-38,2019,7,Concurso,10,ALMACENABLE,370
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,7,Compra menor,10,ALMACENABLE,150
APOSITO DE HIDROFIBRA  / CINTA-18,2019,7,Compra menor,4,TRANSITO,10
HIDROGEL-37,2019,7,Compra menor,18,ALMACENABLE,75
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,7,Compra menor,10,ALMACENABLE,110
TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,2020,7,Compra menor,4,ALMACENABLE,350
APOSITO DE HIDROCOLOIDE-9,2020,7,Compra menor,10,ALMACENABLE,78
APOSITO DE HIDROCOLOIDE-9,2020,7,Compra menor,18,ALMACENABLE,207
APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,2020,7,Compra menor,18,TRANSITO,10
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,2020,7,Compra menor,11,TRANSITO,6
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2021,7,Concurso,10,ALMACENABLE,200
HIDROGEL-37,2021,7,Concurso,0,ALMACENABLE,120
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2021,7,Compra menor,10,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-9,2021,7,Concurso,10,ALMACENABLE,63
APOSITO DE FIBRAS DE POLIACRILATO-3,2021,7,Concurso,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2021,7,Concurso,10,ALMACENABLE,180
APOSITO C/ CARBON Y PLATA-4,2021,7,Concurso,18,ALMACENABLE,160
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,7,Compra menor,12,TRANSITO,12
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,7,Compra menor,12,TRANSITO,24
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,7,Compra menor,12,TRANSITO,12
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,7,Concurso,10,ALMACENABLE,110
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2021,7,Concurso,0,ALMACENABLE,120
APOSITO DE HIDROFIBRA  / CINTA-18,2021,7,Compra menor,11,TRANSITO,40
BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,2021,7,Compra menor,11,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,7,Compra menor,10,ALMACENABLE,210
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,7,Compra menor,18,ALMACENABLE,130
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2022,7,Concurso,10,ALMACENABLE,330
APOSITO DE ESPUMA POLIURETANO / SACRO-11,2022,7,Compra menor,10,ALMACENABLE,100
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2022,7,Compra menor,10,ALMACENABLE,7000
EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,2022,7,Compra menor,18,TRANSITO,3
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2022,7,Concurso,10,ALMACENABLE,305
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,7,Compra menor,2,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2022,7,Compra menor,18,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,2022,7,Compra menor,11,TRANSITO,5
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2016,8,Concurso,10,ALMACENABLE,40
APÓSITO TRANSPARENTE ADHESIVO-24,2016,8,Compra menor,10,ALMACENABLE,1600
APÓSITO ABSORBENTE C/ ADHESIVO-22,2016,8,Compra menor,0,ALMACENABLE,1280
APOSITO C/ CARBON Y PLATA-6,2016,8,Concurso,6,ALMACENABLE,300
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,8,Concurso,4,ALMACENABLE,30
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2017,8,Compra menor,10,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2017,8,Concurso,4,ALMACENABLE,30
HIDROGEL-37,2017,8,Compra menor,13,ALMACENABLE,350
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2018,8,Concurso,13,ALMACENABLE,400
APOSITO DE HIDROCOLOIDE-9,2018,8,Compra menor,0,ALMACENABLE,1008
APOSITO DE HIDROCOLOIDE-7,2018,8,Concurso,0,ALMACENABLE,50
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,8,Concurso,13,ALMACENABLE,400
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2019,8,Concurso,10,ALMACENABLE,200
APÓSITO TRANSPARENTE ADHESIVO-24,2019,8,Compra menor,0,ALMACENABLE,1200
APÓSITO ABSORBENTE C/ ADHESIVO-22,2019,8,Concurso,10,ALMACENABLE,640
APOSITO C/ CARBON Y PLATA-6,2019,8,Compra menor,13,ALMACENABLE,1200
APOSITO DE HIDROCOLOIDE-9,2019,8,Compra menor,4,ALMACENABLE,69
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,8,Compra menor,10,ALMACENABLE,120
APOSITO C/ CARBON Y PLATA-4,2019,8,Concurso,18,ALMACENABLE,190
APOSITO DE HIDROFIBRA  / CINTA-18,2019,8,Compra menor,10,TRANSITO,10
APOSITO DE HIDROFIBRA  / CINTA-18,2019,8,Compra menor,3,TRANSITO,30
APOSITO DE HIDROCOLOIDE-3,2019,8,Concurso,10,ALMACENABLE,265
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2022,8,Compra menor,11,TRANSITO,2
APOSITO DE HIDROFIBRA  / CINTA-18,2022,8,Compra menor,14,TRANSITO,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2022,8,Concurso,10,ALMACENABLE,600
APOSITO MALLADO C/ PARAFINA-38,2022,8,Concurso,10,ALMACENABLE,320
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,8,Concurso,10,ALMACENABLE,550
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2022,8,Concurso,10,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2022,8,Concurso,18,ALMACENABLE,90
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,8,Concurso,14,TRANSITO,50
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2022,8,Concurso,14,TRANSITO,70
APOSITO DE HIDROFIBRA  / CINTA-18,2022,8,Compra menor,18,TRANSITO,50
APOSITO DE HIDROFIBRA  / CINTA-18,2022,8,Compra menor,14,TRANSITO,30
APOSITO DE HIDROFIBRA  / CINTA-18,2022,8,Compra menor,14,TRANSITO,20
APÓSITO ABSORBENTE C/ ADHESIVO-22,2015,9,Compra menor,0,ALMACENABLE,1280
APOSITO C/ CARBON Y PLATA-6,2015,9,Concurso,0,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-9,2015,9,Compra menor,18,ALMACENABLE,351
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2015,9,Compra menor,0,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2015,9,Compra menor,13,ALMACENABLE,600
HIDROGEL-37,2015,9,Compra menor,13,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-3,2015,9,Compra menor,10,ALMACENABLE,230
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2016,9,Compra menor,18,TRANSITO,8
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2016,9,Concurso,0,ALMACENABLE,100
APOSITO DE HIDROCOLOIDE-7,2016,9,Concurso,13,ALMACENABLE,375
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2017,9,Compra menor,4,ALMACENABLE,30
APÓSITO ABSORBENTE C/ ADHESIVO-23,2017,9,Concurso,18,ALMACENABLE,1440
APOSITO C/ CARBON Y PLATA-4,2017,9,Concurso,18,ALMACENABLE,180
GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,2020,9,Compra menor,18,TRANSITO,5
APÓSITO TRANSPARENTE ADHESIVO-20,2020,9,Concurso,4,ALMACENABLE,400
APOSITO DE FIBRAS DE POLIACRILATO-3,2020,9,Concurso,18,ALMACENABLE,70
APOSITO DE HIDROCOLOIDE-7,2020,9,Concurso,13,ALMACENABLE,150
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,9,Compra menor,12,TRANSITO,12
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,9,Compra menor,18,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,9,Compra menor,18,TRANSITO,10
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,2021,9,Compra menor,18,TRANSITO,25
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,9,Compra menor,18,TRANSITO,5
EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,2021,9,Compra menor,18,TRANSITO,25
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2022,9,Compra menor,10,ALMACENABLE,280
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2022,9,Concurso,10,ALMACENABLE,420
APÓSITO TRANSPARENTE ADHESIVO-20,2022,9,Concurso,10,ALMACENABLE,800
APOSITO MALLADO C/ PARAFINA-38,2022,9,Concurso,10,ALMACENABLE,210
APOSITO DE HIDROCOLOIDE-9,2022,9,Concurso,10,ALMACENABLE,216
APOSITO DE HIDROCOLOIDE-9,2022,9,Concurso,0,ALMACENABLE,1008
APOSITO DE HIDROCOLOIDE-6,2022,9,Concurso,10,ALMACENABLE,320
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,9,Concurso,0,ALMACENABLE,200
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2022,9,Concurso,10,ALMACENABLE,660
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2022,9,Concurso,10,ALMACENABLE,100
APOSITO C/ CARBON Y PLATA-4,2022,9,Concurso,10,ALMACENABLE,380
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2022,9,Concurso,18,ALMACENABLE,120
APOSITO DE HIDROCOLOIDE-3,2022,9,Concurso,10,ALMACENABLE,215
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2015,10,Compra menor,18,ALMACENABLE,20
APOSITO DE ESPUMA POLIURETANO-8,2015,10,Concurso,4,ALMACENABLE,60
APOSITO MALLADO C/ PARAFINA-38,2015,10,Compra menor,13,ALMACENABLE,640
APOSITO MALLADO C/ PARAFINA-38,2015,10,Compra menor,13,ALMACENABLE,960
APOSITO DE HIDROCOLOIDE-9,2015,10,Compra menor,4,ALMACENABLE,51
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2015,10,Compra menor,10,ALMACENABLE,2000
APOSITO DE FIBRAS DE POLIACRILATO-3,2015,10,Compra menor,6,ALMACENABLE,330
APOSITO C/ CARBON Y PLATA-4,2015,10,Compra menor,18,ALMACENABLE,200
HIDROGEL-37,2015,10,Compra menor,4,ALMACENABLE,40
APOSITO DE HIDROCOLOIDE-3,2015,10,Compra menor,6,ALMACENABLE,70
APOSITO DE HIDROCOLOIDE-3,2015,10,Compra menor,10,ALMACENABLE,165
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2018,10,Compra menor,10,TRANSITO,10
APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2019,10,Concurso,11,TRANSITO,700
APOSITO C/ CARBON Y PLATA-6,2019,10,Compra menor,10,ALMACENABLE,300
APOSITO DE HIDROCOLOIDE-9,2019,10,Compra menor,4,ALMACENABLE,120
APOSITO DE HIDROCOLOIDE-9,2019,10,Compra menor,10,ALMACENABLE,60
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2019,10,Compra menor,10,ALMACENABLE,180
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,2019,10,Compra menor,10,TRANSITO,20
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2020,10,Compra menor,0,ALMACENABLE,80
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2020,10,Concurso,10,ALMACENABLE,190
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2020,10,Concurso,0,ALMACENABLE,100
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,2020,10,Concurso,0,ALMACENABLE,100
APÓSITO ABSORBENTE C/ ADHESIVO-23,2020,10,Concurso,10,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2020,10,Concurso,10,ALMACENABLE,220
APOSITO MALLADO C/ PARAFINA-38,2020,10,Concurso,10,ALMACENABLE,150
APOSITO MALLADO C/ PARAFINA-38,2020,10,Concurso,13,ALMACENABLE,500
APOSITO DE HIDROCOLOIDE-9,2020,10,Concurso,0,ALMACENABLE,1008
APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2020,10,Compra menor,13,ALMACENABLE,1000
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,10,Concurso,10,ALMACENABLE,130
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,10,Concurso,0,ALMACENABLE,120
APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,2020,10,Concurso,13,ALMACENABLE,1000
APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,2020,10,Concurso,0,ALMACENABLE,20
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2020,10,Concurso,0,ALMACENABLE,60
APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,2020,10,Concurso,0,ALMACENABLE,60
SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,2021,10,Compra menor,18,ALMACENABLE,70
APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2021,10,Concurso,0,ALMACENABLE,50
APÓSITO ABSORBENTE C/ ADHESIVO-23,2021,10,Concurso,18,ALMACENABLE,1800
APOSITO C/ CARBON Y PLATA-6,2021,10,Concurso,10,ALMACENABLE,300
APOSITO DE ESPUMA POLIURETANO-8,2021,10,Concurso,10,ALMACENABLE,150
APOSITO MALLADO C/ PARAFINA-38,2021,10,Concurso,0,ALMACENABLE,60
APOSITO DE HIDROCOLOIDE-9,2021,10,Concurso,18,ALMACENABLE,216
ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,2021,10,Compra menor,12,TRANSITO,12
APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,2021,10,Concurso,0,ALMACENABLE,130
APOSITO DE HIDROFIBRA  / CINTA-18,2021,10,Compra menor,11,TRANSITO,40
EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,2021,10,Compra menor,11,TRANSITO,10
APOSITO C/ CARBON Y PLATA-6,2016,11,Concurso,10,ALMACENABLE,300
APOSITO C/ CARBON Y PLATA-6,2016,11,Concurso,0,ALMACENABLE,300
APOSITO MALLADO C/ PARAFINA-38,2016,11,Concurso,13,ALMACENABLE,1000
APOSITO MALLADO C/ PARAFINA-38,2016,11,Concurso,0,ALMACENABLE,100
APOSITO DE FIBRAS DE POLIACRILATO-3,2016,11,Concurso,0,ALMACENABLE,120
APOSITO C/ CARBON Y PLATA-4,2016,11,Concurso,10,ALMACENABLE,100
