AÑO,MES,PRODUCTO,CANTIDADCOMPRA
2022,12,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,1520
2022,12,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,37
2022,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,150
2022,12,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,10
2022,12,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,2240
2022,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,4570
2022,12,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,40
2022,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2022,12,APOSITO MALLADO C/ SILICONA-0,700
2022,12,APOSITO C/ CARBON Y PLATA-4,1380
2022,12,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,0
2022,12,APOSITO DE HIDROCOLOIDE-3,565
2022,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,125
2022,12,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,35
2022,12,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,6
2022,12,APÓSITO TRANSPARENTE ADHESIVO-24,6900
2022,12,APOSITO DE ALGINATO C/ PLATA-6,410
2022,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,6
2022,12,APOSITO DE HIDROCOLOIDE-6,700
2022,12,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,2070
2022,12,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,750
2022,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2022,12,APÓSITO TRANSPARENTE ADHESIVO-20,2900
2022,12,APOSITO ABSORBENTE S/ ADHESIVO-25,300
2022,12,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,8
2022,12,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,700
2022,12,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,5
2022,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,1510
2022,5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,1180
2022,5,APOSITO DE HIDROFIBRA  / CINTA-18,850
2022,5,APOSITO DE ESPUMA POLIURETANO / SACRO-11,300
2022,5,APOSITO C/ CARBON Y PLATA-6,2100
2022,5,APOSITO DE FIBRAS DE POLIACRILATO-3,1710
2022,5,APOSITO MALLADO C/ PARAFINA-39,2320
2022,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,6960
2022,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,4280
2022,5,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
2022,5,APOSITO DE HIDROCOLOIDE-9,3276
2022,5,APOSITO DE HIDROCOLOIDE-7,0
2022,5,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2022,5,APOSITO DE ESPUMA POLIURETANO-8,800
2022,5,APÓSITO ABSORBENTE C/ ADHESIVO-22,11400
2022,5,APÓSITO ABSORBENTE C/ ADHESIVO-23,600
2022,5,HIDROGEL-37,3280
2022,5,APOSITO MALLADO C/ PARAFINA-38,3160
2022,5,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,320
2022,5,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,60
2022,5,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,1040
2022,5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,53
2022,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,135
2022,5,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,15
2022,5,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,1460
2022,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,4430
2022,5,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,20
2022,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,30
2022,5,APOSITO MALLADO C/ SILICONA-0,0
2022,5,APOSITO C/ CARBON Y PLATA-4,2920
2022,5,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,17000
2022,5,APOSITO DE HIDROCOLOIDE-3,1155
2022,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,45
2022,5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,50
2022,5,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,11
2022,5,APÓSITO TRANSPARENTE ADHESIVO-24,6400
2022,5,APOSITO DE ALGINATO C/ PLATA-6,0
2022,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2022,5,APOSITO DE HIDROCOLOIDE-6,1780
2022,5,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,1950
2022,5,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,500
2022,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2022,5,APÓSITO TRANSPARENTE ADHESIVO-20,1800
2022,5,APOSITO ABSORBENTE S/ ADHESIVO-25,200
2022,5,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2022,5,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2022,5,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,5
2022,11,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,1310
2022,11,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,880
2022,11,APOSITO DE HIDROFIBRA  / CINTA-18,485
2022,11,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2022,11,APOSITO C/ CARBON Y PLATA-6,2100
2022,11,APOSITO DE FIBRAS DE POLIACRILATO-3,650
2022,11,APOSITO MALLADO C/ PARAFINA-39,2280
2022,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,5460
2022,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1825
2022,11,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
2022,11,APOSITO DE HIDROCOLOIDE-9,2685
2022,11,APOSITO DE HIDROCOLOIDE-7,380
2022,11,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2022,11,APOSITO DE ESPUMA POLIURETANO-8,780
2022,11,APÓSITO ABSORBENTE C/ ADHESIVO-22,12160
2022,11,APÓSITO ABSORBENTE C/ ADHESIVO-23,3360
2022,11,HIDROGEL-37,800
2022,11,APOSITO MALLADO C/ PARAFINA-38,2790
2022,11,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,200
2022,11,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,120
2022,11,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,1310
2022,11,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,110
2022,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,10
2022,11,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,30
2022,11,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,1880
2022,11,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,4550
2022,11,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2022,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,76
2022,11,APOSITO MALLADO C/ SILICONA-0,840
2022,11,APOSITO C/ CARBON Y PLATA-4,1420
2022,11,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,19000
2022,11,APOSITO DE HIDROCOLOIDE-3,230
2022,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,40
2022,11,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,10
2022,11,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,13
2022,11,APÓSITO TRANSPARENTE ADHESIVO-24,0
2022,11,APOSITO DE ALGINATO C/ PLATA-6,300
2022,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,15
2022,11,APOSITO DE HIDROCOLOIDE-6,1470
2022,11,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,1650
2022,11,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,320
2022,11,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2022,11,APÓSITO TRANSPARENTE ADHESIVO-20,2150
2022,11,APOSITO ABSORBENTE S/ ADHESIVO-25,200
2022,11,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,15
2022,11,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,700
2022,11,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2015,1,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2015,1,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,220
2015,1,APOSITO DE HIDROFIBRA  / CINTA-18,25
2015,1,APOSITO DE ESPUMA POLIURETANO / SACRO-11,400
2015,1,APOSITO C/ CARBON Y PLATA-6,0
2015,1,APOSITO DE FIBRAS DE POLIACRILATO-3,0
2015,1,APOSITO MALLADO C/ PARAFINA-39,430
2015,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,720
2015,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1010
2015,1,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,0
2015,1,APOSITO DE HIDROCOLOIDE-9,1440
2015,1,APOSITO DE HIDROCOLOIDE-7,0
2015,1,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2015,1,APOSITO DE ESPUMA POLIURETANO-8,380
2015,1,APÓSITO ABSORBENTE C/ ADHESIVO-22,8320
2015,1,APÓSITO ABSORBENTE C/ ADHESIVO-23,2400
2015,1,HIDROGEL-37,660
2015,1,APOSITO MALLADO C/ PARAFINA-38,1650
2015,1,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0
2015,1,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2015,1,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2015,1,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0
2015,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2015,1,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2015,1,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0
2015,1,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2015,1,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2015,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2015,1,APOSITO MALLADO C/ SILICONA-0,420
2015,1,APOSITO C/ CARBON Y PLATA-4,700
2015,1,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,13000
2015,1,APOSITO DE HIDROCOLOIDE-3,715
2015,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2015,1,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2015,1,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2015,1,APÓSITO TRANSPARENTE ADHESIVO-24,4800
2015,1,APOSITO DE ALGINATO C/ PLATA-6,100
2015,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2015,1,APOSITO DE HIDROCOLOIDE-6,1050
2015,1,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,200
2015,1,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2015,1,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2015,1,APÓSITO TRANSPARENTE ADHESIVO-20,400
2015,1,APOSITO ABSORBENTE S/ ADHESIVO-25,400
2015,1,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2015,1,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2015,1,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2015,2,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2015,2,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,80
2015,2,APOSITO DE HIDROFIBRA  / CINTA-18,90
2015,2,APOSITO DE ESPUMA POLIURETANO / SACRO-11,300
2015,2,APOSITO C/ CARBON Y PLATA-6,0
2015,2,APOSITO DE FIBRAS DE POLIACRILATO-3,330
2015,2,APOSITO MALLADO C/ PARAFINA-39,390
2015,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,520
2015,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,950
2015,2,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1050
2015,2,APOSITO DE HIDROCOLOIDE-9,1536
2015,2,APOSITO DE HIDROCOLOIDE-7,0
2015,2,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2015,2,APOSITO DE ESPUMA POLIURETANO-8,490
2015,2,APÓSITO ABSORBENTE C/ ADHESIVO-22,1280
2015,2,APÓSITO ABSORBENTE C/ ADHESIVO-23,1200
2015,2,HIDROGEL-37,1070
2015,2,APOSITO MALLADO C/ PARAFINA-38,660
2015,2,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0
2015,2,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2015,2,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2015,2,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0
2015,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2015,2,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2015,2,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0
2015,2,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2015,2,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2015,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2015,2,APOSITO MALLADO C/ SILICONA-0,630
2015,2,APOSITO C/ CARBON Y PLATA-4,500
2015,2,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,11000
2015,2,APOSITO DE HIDROCOLOIDE-3,680
2015,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2015,2,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2015,2,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2015,2,APÓSITO TRANSPARENTE ADHESIVO-24,5600
2015,2,APOSITO DE ALGINATO C/ PLATA-6,0
2015,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2015,2,APOSITO DE HIDROCOLOIDE-6,1060
2015,2,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,600
2015,2,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2015,2,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2015,2,APÓSITO TRANSPARENTE ADHESIVO-20,1600
2015,2,APOSITO ABSORBENTE S/ ADHESIVO-25,0
2015,2,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2015,2,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,350
2015,2,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2015,3,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2015,3,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,240
2015,3,APOSITO DE HIDROFIBRA  / CINTA-18,160
2015,3,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2015,3,APOSITO C/ CARBON Y PLATA-6,1800
2015,3,APOSITO DE FIBRAS DE POLIACRILATO-3,0
2015,3,APOSITO MALLADO C/ PARAFINA-39,350
2015,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,390
2015,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1190
2015,3,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,2100
2015,3,APOSITO DE HIDROCOLOIDE-9,501
2015,3,APOSITO DE HIDROCOLOIDE-7,750
2015,3,APOSITO DE HIDROCOLOIDE C/ PLATA-2,80
2015,3,APOSITO DE ESPUMA POLIURETANO-8,730
2015,3,APÓSITO ABSORBENTE C/ ADHESIVO-22,8320
2015,3,APÓSITO ABSORBENTE C/ ADHESIVO-23,2400
2015,3,HIDROGEL-37,1095
2015,3,APOSITO MALLADO C/ PARAFINA-38,990
2015,3,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0
2015,3,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2015,3,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2015,3,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0
2015,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2015,3,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2015,3,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0
2015,3,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2015,3,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2015,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2015,3,APOSITO MALLADO C/ SILICONA-0,420
2015,3,APOSITO C/ CARBON Y PLATA-4,700
2015,3,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,11000
2015,3,APOSITO DE HIDROCOLOIDE-3,635
2015,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2015,3,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2015,3,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2015,3,APÓSITO TRANSPARENTE ADHESIVO-24,11600
2015,3,APOSITO DE ALGINATO C/ PLATA-6,110
2015,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2015,3,APOSITO DE HIDROCOLOIDE-6,1600
2015,3,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,400
2015,3,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2015,3,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,350
2015,3,APÓSITO TRANSPARENTE ADHESIVO-20,1800
2015,3,APOSITO ABSORBENTE S/ ADHESIVO-25,400
2015,3,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2015,3,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2015,3,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2015,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2015,4,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,90
2015,4,APOSITO DE HIDROFIBRA  / CINTA-18,50
2015,4,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2015,4,APOSITO C/ CARBON Y PLATA-6,3000
2015,4,APOSITO DE FIBRAS DE POLIACRILATO-3,330
2015,4,APOSITO MALLADO C/ PARAFINA-39,200
2015,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,710
2015,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1835
2015,4,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1750
2015,4,APOSITO DE HIDROCOLOIDE-9,1524
2015,4,APOSITO DE HIDROCOLOIDE-7,1170
2015,4,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2015,4,APOSITO DE ESPUMA POLIURETANO-8,330
2015,4,APÓSITO ABSORBENTE C/ ADHESIVO-22,7040
2015,4,APÓSITO ABSORBENTE C/ ADHESIVO-23,2400
2015,4,HIDROGEL-37,1730
2015,4,APOSITO MALLADO C/ PARAFINA-38,1260
2015,4,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0
2015,4,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2015,4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2015,4,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0
2015,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2015,4,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2015,4,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0
2015,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2015,4,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2015,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2015,4,APOSITO MALLADO C/ SILICONA-0,560
2015,4,APOSITO C/ CARBON Y PLATA-4,700
2015,4,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,2000
2015,4,APOSITO DE HIDROCOLOIDE-3,650
2015,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2015,4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2015,4,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2015,4,APÓSITO TRANSPARENTE ADHESIVO-24,10000
2015,4,APOSITO DE ALGINATO C/ PLATA-6,0
2015,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2015,4,APOSITO DE HIDROCOLOIDE-6,1100
2015,4,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,400
2015,4,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2015,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2015,4,APÓSITO TRANSPARENTE ADHESIVO-20,600
2015,4,APOSITO ABSORBENTE S/ ADHESIVO-25,400
2015,4,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2015,4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,0
2015,4,EQ. DE PRESION NEGATIVA CON INSTILACIÓN-33,0
2015,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,0
2015,6,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,180
2015,6,APOSITO DE HIDROFIBRA  / CINTA-18,115
2015,6,APOSITO DE ESPUMA POLIURETANO / SACRO-11,200
2015,6,APOSITO C/ CARBON Y PLATA-6,2400
2015,6,APOSITO DE FIBRAS DE POLIACRILATO-3,0
2015,6,APOSITO MALLADO C/ PARAFINA-39,290
2015,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,1700
2015,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,1710
2015,6,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,1400
2015,6,APOSITO DE HIDROCOLOIDE-9,1320
2015,6,APOSITO DE HIDROCOLOIDE-7,480
2015,6,APOSITO DE HIDROCOLOIDE C/ PLATA-2,0
2015,6,APOSITO DE ESPUMA POLIURETANO-8,360
2015,6,APÓSITO ABSORBENTE C/ ADHESIVO-22,8320
2015,6,APÓSITO ABSORBENTE C/ ADHESIVO-23,3300
2015,6,HIDROGEL-37,1065
2015,6,APOSITO MALLADO C/ PARAFINA-38,1740
2015,6,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,0
2015,6,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,0
2015,6,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,0
2015,6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,0
2015,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,0
2015,6,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,0
2015,6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,0
2015,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,0
2015,6,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,0
2015,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,0
2015,6,APOSITO MALLADO C/ SILICONA-0,630
2015,6,APOSITO C/ CARBON Y PLATA-4,800
2015,6,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,12000
2015,6,APOSITO DE HIDROCOLOIDE-3,755
2015,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,0
2015,6,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,0
2015,6,EQ. DE PRESIÓN NEGATIVA ABDOMINAL-29,0
2015,6,APÓSITO TRANSPARENTE ADHESIVO-24,4000
2015,6,APOSITO DE ALGINATO C/ PLATA-6,0
2015,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-27,0
2015,6,APOSITO DE HIDROCOLOIDE-6,1100
2015,6,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,500
2015,6,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,0
2015,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,0
2015,6,APÓSITO TRANSPARENTE ADHESIVO-20,2400
2015,6,APOSITO ABSORBENTE S/ ADHESIVO-25,400
2015,6,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA C/ APOSITO-28,0
2015,6,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 2cm.-31,700
